 ,Sagittaria ornithorhyncha Small
 ,Sagittaria planipes Fernald
 ,Sagittaria pubescens Muhl. ex Nutt.
 ,Sagittaria variabilis Engelm. var. obtusa (Muhl. ex Willd.) Engelm.
 ,Sagittaria viscosa C. Mohr
 ,Filago germanica Huds.
 ,Filago pyramidata L. var. pyramidata
 ,Gilia latifolia S. Watson
 ,Gilia latifolia S. Watson var. latifolia
Beckwith's clover,Epipactis latifolia (L.) All.
Beckwith's violet,Serapias helleborine L.
Beckwith's violet,Lupinus barbatus (L.F. Hend.) A. Heller
bedstraw,Lupinus ligulatus Greene var. barbatus L.F. Hend.
beebalm,Lupinus rivularis Douglas ex Lindl. var. barbatus (L.F. Hend.) C.P. Sm.
beebrush,Lupinus dudleyi (Rydb.) Eastw.
beegum onion,Lupinus latifolius Lindl. ex J. Agardh var. dudleyi (Rydb.) C.P. Sm. & H. St. John
beet,Lupinus columbianus A. Heller var. simplex C.P. Sm.
beethistle,Lupinus edwin-livingstonii C.P. Sm.
beetle spurge,Lupinus latifolius Lindl. ex J. Agardh var. simplex (C.P. Sm.) Isely
beggarticks,Lupinus longipes Greene
belladonna,Lupinus pennellianus A. Heller ex Eastw.
belladonna,Lupinus wyethii S. Watson var. hansenii C.P. Sm.
belladonna lily,Lupinus caudiciferus Eastw.
Bellard's smartweed,Lupinus columbianus A. Heller
 ,"Lupinus confusus A. Heller, non Rose"
Bellardi bog sedge,Lupinus cytisoides J. Agardh
 ,Lupinus lasiotropis Greene ex Eastw.
 ,Lupinus latifolius Lindl. ex J. Agardh var. columbianus (A. Heller) C.P. Sm.
bellflower,Lupinus latifolius Lindl. ex J. Agardh var. latifolius
bellis,Lupinus latifolius Lindl. ex J. Agardh var. ligulatus (Greene) C.P. Sm.
belllflower African cornlily,Lupinus ligulatus Greene
 ,Lupinus perennis L. ssp. latifolius (Lindl. ex J. Agardh) L. Phillips
bellshape gilia,Lupinus rivularis Douglas ex Lindl. var. latifolius (Lindl. ex J. Agardh) Jeps.
 ,Lupinus latifolius Lindl. ex J. Agardh var. parishii C.P. Sm.
beloperone,Lupinus parishii (C.P. Sm.) Eastw.
 ,Lupinus rivularis Douglas ex Lindl. var. viridifolius (A. Heller) Jeps.
benitoa,Lupinus viridifolius A. Heller
benitoa,Astragalus lentiginosus Douglas ex Hook. var. platyphyllidius (Rydb.) M. Peck
 ,Potamogeton filiformis Pers. var. latifolius (J.W. Robbins) Reveal
BenLomond buckwheat,Potamogeton latifolius (J.W. Robbins) Morong
bensoniella,Potamogeton striatus Ruiz & Pav.
bentflower fiddleneck,"Stuckenia striatus (Ruiz & Pav.) Holub, database artifact"
bentgrass,Trientalis europaea L. var. latifolia (Hook.) Torr.
bentgrass,Trientalis latifolia Hook.
Bentham's broom,Sedum spathulifolium Hook. var. pruinosum (Britton) B. Boivin
 ,Gormania spathulifolia (Hook.) Á. Löve & D. Löve
bentspike fountaingrass,Sedum spathulifolium Hook. ssp. anomalum (Britton) R.T. Clausen & Uhl
 ,Allium ampeloprasum L. var. ampeloprasum
Berg's hedgenettle,Ionoxalis martiana (Zucc.) Small
 ,Oxalis martiana Zucc.
bergia,Cardaria latifolia (L.) Spach
Bering chickweed,Neottia convallarioides (Sw.) Rich.
Bering chickweed,Ophrys convallarioides (Sw.) W. Wight
 ,Draba cuneifolia Nutt. ex Torr. & A. Gray var. platycarpa (Torr. & A. Gray) S. Watson
 ,Draba viperensis H. St. John
 ,Lomatium utriculatum (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose var. papillatum (L.F. Hend.) Mathias
Bering's tufted hairgrass,Mimulus inconspicuus A. Gray var. latidens A. Gray
 ,Bromus dertonensis All.
 ,Festuca bromoides L.
Bermuda buttercup,Festuca dertonensis (All.) Asch. & Graebn.
 ,Vulpia dertonensis (All.) Gola
 ,Potentilla leucocarpa Rydb.
Bermudagrass,Potentilla millegrana Engelm. ex Lehm.
 ,Potentilla pentandra Engelm.
 ,Potentilla rivalis Nutt. var. millegrana (Engelm. ex Lehm.) S. Watson
 ,Potentilla rivalis Nutt. var. pentandra (Engelm.) S. Watson
 ,Potentilla rivalis Nutt. var. rivalis
Bermudagrass,Micranthes odontoloma (Piper) W.A. Weber
Berry's penstemon,Saxifraga aestivalis auct. non Fisch. & C.A. Mey. p.p.
 ,Saxifraga arguta auct. non D. Don
biannual lettuce,Saxifraga punctata L. ssp. arguta auct. non (D. Don) Hultén
 ,Saxifraga punctata L. var. arguta sensu Engl. & Irmsch.
 ,Pseudotrillium rivale (S. Watson) S.B. Farmer
Bicknell's cranesbill,Carex scoparia Schkuhr ex Willd. var. condensa Fernald
 ,Carex scoparia Schkuhr ex Willd. var. moniliformis Tuck.
 ,Carex tribuloides Wahlenb. var. moniliformis (Tuck.) Britton
 ,Gutierrezia diversifolia Greene
 ,Gutierrezia lepidota Greene
biddy-biddy,Gutierrezia linearifolia Lag.
 ,Gutierrezia linearis Rydb.
 ,Gutierrezia linoides Greene
 ,Gutierrezia longipappa S.F. Blake
Bidwell's knotweed,Gutierrezia pomariensis (S.L. Welsh) S.L. Welsh
 ,Gutierrezia sarothrae (Pursh) Britton & Rusby var. pomariensis S.L. Welsh
biennial cinquefoil,Gutierrezia tenuis Greene
biennial wormwood,Solidago sarothrae Pursh
biennial wormwood,Xanthocephalum sarothrae (Pursh) Shinners
big arroyo rockmat,Xanthocephalum sarothrae (Pursh) Shinners var. pomariense (S.L. Welsh) S.L. Welsh
 ,Xanthocephalum tenue (Greene) Shinners
Big Bear Valley phlox,Senecio spartioides Torr. & A. Gray var. granularis Maguire & A.H. Holmgren ex Cronquist
big chickweed,Senecio toiyabensis S.L. Welsh & Goodrich
 ,Anatherum virginicum (L.) Spreng. subvar. tetrastachyum (Elliott) Roberty
 ,Andropogon virginicus L. var. tetrastachyus (Elliott) Hack.
 ,Fritillaria multiflora Kellogg
 ,Fritillaria parviflora Torr.
 ,Fritillaria purpusii Purdy
 ,"Brassica integrifolia (Vahl) O.E.Schulz, non Rupr."
 ,Brassica integrifolia Rupr.
 ,Brassica japonica Thunb.
 ,Brassica juncea (L.) Czern. var. crispifolia L.H. Bailey
big deervetch,Brassica juncea (L.) Czern. var. japonica (Thunb.) L.H. Bailey
big deervetch,Brassica willdenowii Boiss.
 ,Sinapis juncea L.
big deervetch,Carex macloviana d'Urv. ssp. subfusca (W. Boott) T. Koyama
big devils beggartick,Carex stenoptera Mack.
 ,Lathyrus brownii Eastw.
 ,Lathyrus pauciflorus Fernald ssp. brownii (Eastw.) Piper
 ,Lathyrus schaffneri Rydb.
 ,Oryza perennis Moench
big galleta,Camissonia claviformis (Torr. & Frém.) P.H. Raven var. aurantiaca (Munz) Cronquist
 ,Oenothera claviformis Torr. & Frém. ssp. aurantiaca (Munz) P.H. Raven
Big Pine biscuitroot,Oenothera claviformis Torr. & Frém. var. aurantiaca (Munz) Munz
big quakinggrass,Camissonia claviformis (Torr. & Frém.) P.H. Raven var. cruciformis (Kellogg) Cronquist
big sacaton,Oenothera claviformis Torr. & Frém. ssp. cruciformis (Kellogg) P.H. Raven
 ,Oenothera claviformis Torr. & Frém. var. citrina P.H. Raven
big sagebrush,Oenothera claviformis Torr. & Frém. var. cruciformis (Kellogg) Munz
big sagebrush,Oenothera cruciformis Kellogg
 ,Oenothera claviformis Torr. & Frém.
 ,Camissonia claviformis (Torr. & Frém.) P.H. Raven var. funerea (P.H. Raven) Cronquist
big sagebrush,Oenothera claviformis Torr. & Frém. ssp. funerea P.H. Raven
 ,Camissonia claviformis (Torr. & Frém.) P.H. Raven var. purpurascens (S. Watson) Cronquist
 ,Oenothera claviformis Torr. & Frém. ssp. integrior P.H. Raven
big saltbush,Oenothera claviformis Torr. & Frém. var. purpurascens (S. Watson) Munz
big saltbush,Oenothera scapoidea Nutt. ex Torr. & A. Gray var. purpurascens S. Watson
big squirreltail,Juncus phaeocephalus Engelm. var. glomeratus Engelm.
 ,Eunanus douglasii Benth.
big tarweed,Eunanus subuniflorus (Hook. & Arn.) Greene
big tarweed,Mimulus atropurpureus Kellogg
big tarweed,Mimulus nanus Hook. & Arn. var. subuniflorus Hook. & Arn.
big trefoil,Mimulus subuniflorus (Hook. & Arn.) Jeps.
 ,"×Cyperus weatherbianus Fernald, nom. inval."
 ,"Raymondiella weatherbiana (Fernald) B. Boivin (pro hybr.), nom. inval."
 ,Rhynchospora glomerata (L.) Vahl var. capitellata (Michx.) Kük.
big western bittercress,Rhynchospora glomerata (L.) Vahl var. minor Britton
 ,Lygodesmia pauciflora (Torr.) Shinners
bigberry manzanita,Ptiloria pauciflora (Torr.) Raf.
 ,Stephanomeria cinerea (S.F. Blake) S.F. Blake
bigbract verbena,Stephanomeria lygodesmoides M.E. Jones
 ,Stephanomeria neomexicana (Greene) Cory
 ,Stephanomeria pauciflora (Torr.) A. Nelson var. parishii (Jeps.) Munz
bigcone Douglas-fir,Stephanomeria pauciflora (Torr.) A. Nelson var. pauciflora
Bigelow sage,Opuntia californica (Torr. & A. Gray) Coville var. parkeri (J.M. Coult.) Pinkava
Bigelow's bluegrass,Opuntia echinocarpa Engelm. & J.M. Bigelow var. parkeri (Engelm.) J.M. Coult.
Bigelow's linanthus,Opuntia parryi Engelm.
 ,Calochortus nuttallii Torr. & A. Gray var. bruneaunis (A. Nelson & J.F. Macbr.) Ownbey
Bigelow's monkeyflower,Menyanthes trifoliata L. var. minor Raf.
Bigelow's monkeyflower,Ceanothus cuneatus (Hook.) Nutt. var. dubius J.T. Howell
 ,Ceanothus cuneatus (Hook.) Nutt. var. submontanus (Rose) McMinn
 ,Ceanothus ramulosus (Greene) McMinn
Bigelow's nolina,Opuntia acanthocarpa Engelm. & J.M. Bigelow var. major (Engelm. & J.M. Bigelow) L.D. Benson
Bigelow's sneezeweed,Opuntia echinocarpa Engelm. & J.M. Bigelow var. major Engelm. & J.M. Bigelow
 ,Plantago coronopus L. ssp. commutata (Guss.) Pilg.
Bigelow's tickseed,"Fagopyrum fagopyrum (L.) Karst., nom. inval."
 ,Fagopyrum sagittatum Gilib.
 ,Fagopyrum vulgare Hill
Bigelow's tobacco,Polygonum fagopyrum L.
 ,Artemisia spinescens D.C. Eaton
Bigelow's willow,Packera buekii D.K. Trock & T.M. Barkley
 ,Senecio cymbalarioides H. Buek
 ,Senecio subnudus DC.
bigflower agoseris,Androcera rostrata (Dunal) Rydb.
 ,Solanum cornutum auct. non Lam.
 ,Cenchrus ciliaris L.
 ,Pennisetum ciliare (L.) Link var. ciliare
 ,Stachys ajugoides Benth. var. ajugoides
bigflower tellima,Bilderdykia aubertii (Henry) Moldenke
 ,Bilderdykia baldschuanica (Regel) D.A. Webb
bighead dustymaiden,Fallopia aubertii (Henry) Holub
bighead horkelia,Fallopia baldschuanica (Regel) Holub
 ,Polygonum aubertii Henry
 ,Reynoutria baldschuanica (Regel) Shinners
bighead pygmycudweed,Watsonia angusta auct. non Ker Gawl.
 ,Watsonia bulbillifera Matthews & L. Bolus
 ,Poa bulbosa L. var. vivipara Koeler
 ,Phalaris stenoptera Hack.
bigleaf crownbeard,Phalaris tuberosa L.
bigleaf lupine,Phalaris tuberosa L. var. hirtiglumis Batt. & Trabut
bigleaf lupine,Phalaris tuberosa L. var. stenoptera (Hack.) Hitchc.
 ,Lithophragma bulbiferum Rydb.
 ,Lithophragma glabrum Nutt. var. bulbiferum (Rydb.) Jeps.
bigleaf lupine,Lithophragma glabrum Nutt. var. ramulosum (Suksd.) B. Boivin
 ,Trifolium flavulum Greene
 ,Trifolium fucatum Lindl. var. gambelii (Nutt.) Jeps.
 ,Trifolium fucatum Lindl. var. virescens (Greene) Jeps.
bigleaf lupine,Trifolium gambelii Nutt.
bigleaf lupine,Malva arvensis J. Presl & C. Presl
 ,Carduus lanceolatus L.
 ,Carduus vulgaris Savi
bigleaf lupine,"Cirsium lanceolatum (L.) Scop., non Hill"
 ,Cirsium lanceolatum (L.) Scop. var. hypoleucum DC.
 ,Scirpus ×contortus (Eames) T. Koyama
 ,"Schoenoplectus ×oblongatus (T. Koyama) Soják, database artifact"
 ,Scirpus ×oblongus T. Koyama
bigleaf lupine,Penstemon heterophyllus Lindl. var. heterophyllus
 ,Anthriscus neglecta Boiss. & Reut. var. scandix (Scop.) Hyl.
 ,"Anthriscus scandicina Mansf., nom. illeg."
 ,Medicago apiculata auct. non Willd.
 ,Medicago denticulata Willd.
 ,Medicago hispida Gaertn.
 ,Medicago hispida Gaertn. var. apiculata (Willd.) Urb.
 ,Medicago hispida Gaertn. var. confinis (W.D.J. Koch) Burnat
 ,Medicago polycarpa Willd.
 ,Medicago polymorpha L. var. brevispina (Benth.) Heyn
 ,Medicago polymorpha L. var. ciliaris (Ser.) Shinners
 ,Medicago polymorpha L. var. polygyra (Urb.) Shinners
 ,Medicago polymorpha L. var. tricycla (Gren. & Godr.) Shinners
 ,Medicago polymorpha L. var. vulgaris (Benth.) Shinners
 ,Medicago polymorpha L. f. apiculata (Willd.) Shinners
 ,Allium johnstonii M.E. Jones ex Jeps.
 ,Bassia sieversiana (Pall.) W.A. Weber
bigleaf maple,Kochia alata Bates
bigleaf periwinkle,Kochia scoparia (L.) Schrad.
 ,Kochia scoparia (L.) Schrad. var. culta Farw.
bigleaf sedge,Kochia scoparia (L.) Schrad. var. pubescens Fenzl
bigpod ceanothus,Kochia scoparia (L.) Schrad. var. subvillosa Moq.
bigpod ceanothus,"Kochia scoparia (L.) Schrad. var. trichophila (Stapf) L.H. Bailey, database artifact"
 ,Kochia scoparia (L.) Schrad. var. trichophylla (Stapf) L.H. Bailey
bigpod sesbania,Kochia sieversiana (Pall.) C.A. Mey.
 ,"Kochia trichophila Stapf, database artifact"
 ,Kochia trichophylla Stapf
 ,Ambrosia salsola (Torr. & A. Gray) Strother & B.G. Baldw. var. fasciculata (A. Nelson) Strother & B.G. Baldw.
 ,Hymenoclea fasciculata A. Nelson
 ,Hymenoclea salsola Torr. & A. Gray var. patula (A. Nelson) K.M. Peterson & Payne
 ,Ambrosia salsola (Torr. & A. Gray) Strother & B.G. Baldw. var. pentalepis (Rydb.) Strother & B.G. Baldw.
 ,Hymenoclea pentalepis Rydb.
bigseed alfalfa dodder,Ambrosia salsola (Torr. & A. Gray) Strother & B.G. Baldw.
bigseed alfalfa dodder,Ambrosia salsola (Torr. & A. Gray) Strother & B.G. Baldw. var. salsola
 ,Franseria dumosa A. Gray
 ,Scleropogon longisetus Beetle
bigseed biscuitroot,Hofmeisteria pluriseta A. Gray
 ,Keckiella breviflora (Lindl.) Straw var. breviflora
 ,Penstemon breviflorus Lindl.
 ,Keckiella breviflora (Lindl.) Straw var. glabrisepala (D.D. Keck) N.H. Holmgren
 ,Penstemon breviflorus Lindl. ssp. glabrisepalus D.D. Keck
 ,Castanopsis sempervirens (Kellogg) Dudley ex Merriam
bigseed dodder,Pitavia dumosa Nutt.
 ,Cordylanthus ramosus Nutt. ex Benth. ssp. setosus Pennell
billion-dollar grass,Cordylanthus ramosus Nutt. ex Benth. var. puberulus J.F. Macbr.
 ,Acrolasia dispersa (S. Watson) Davidson
 ,Andropogon tenuispatheus (Nash) Nash
 ,Polygonum prolificum (Small) B.L. Rob.
bindweed,Polygonum allocarpum S.F. Blake
Bingham's false bindweed,Polygonum atlanticum (B.L. Rob.) E.P. Bicknell p.p.
 ,Polygonum autumnale Brenckle
 ,Polygonum exsertum auct. non Small. p.p.
Bioletti's fleabane,Polygonum interius Brenckle
 ,Polygonum triangulum E.P. Bicknell
Bioletti's rush broom,Fritillaria phaeanthera Eastw.
 ,Hemizonia oppositifolia Greene
birch,Cogswellia marginata (Benth.) M.E. Jones
birchleaf mountain mahogany,"Linaria linaria (L.) Karst., nom. inval."
 ,Boykinia ranunculifolia (Hook.) A. Gray
 ,Hemieva ranunculifolia (Hook.) Raf.
 ,Calochortus venustus Douglas ex Benth. var. carolii Cockerell
bird vetch,Calochortus venustus Douglas ex Benth. var. purpurascens S. Watson
bird vetch,Calochortus venustus Douglas ex Benth. var. sanguineus Horton
 ,Calochortus venustus Douglas ex Benth. var. sulphureus Purdy
 ,Asclepias tuberosa L. ssp. terminalis Woodson
bird's-beak,Asclepias tuberosa L. var. interior (Woodson) Shinners
bird's-eye gilia,Viola lobata Benth. ssp. psychodes (Greene) M.S. Baker
bird's-eye gilia,Encelia frutescens (A. Gray) A. Gray var. frutescens
bird's-eye gilia,Simsia frutescens A. Gray
bird's-foot,Grammica cephalanthi (Engelm.) Hadac & Chrtek
bird's-foot trefoil,Delphinium hesperium A. Gray var. recurvatum (Greene) K.C. Davis
bird's-foot trefoil,Brassica oleracea L. var. acephala DC.
 ,Brassica oleracea L. var. capitata L.
 ,Opuntia dillei Griffiths
 ,Opuntia discata Griffiths
bird-of-paradise shrub,Opuntia lindheimeri Engelm. var. tricolor (Griffiths) L.D. Benson
 ,Opuntia megacarpa Griffiths
birdcage evening primrose,Opuntia microcarpa Engelm. ex B.D. Jacks.
birdcage evening primrose,Opuntia occidentalis Engelm. & J.M. Bigelow var. megacarpa (Griffiths) Munz
 ,Opuntia phaeacantha Engelm. var. discata (Griffiths) L.D. Benson & Walkington
birdcage evening primrose,Opuntia ×subarmata Griffiths (pro sp.)
 ,Opuntia tardospina Griffiths
 ,Opuntia tricolor Griffiths
 ,Eunanus pictus Curran ex Greene
birdeye pearlwort,Achyranthes bettzichiana (Regel) Standl.
 ,Achyranthes ficoidea (L.) Lam. ssp. bettzichiana (Regel) Baker
birdeye speedwell,Alternanthera amoena (Lemaire) Voss
 ,Alternanthera tenella Colla var. versicolor (Lem.) Veldkamp
 ,Ophioglossum lusitanicum L. ssp. californicum (Prantl) R.T. Clausen
 ,Ophioglossum lusitanicum L. var. californicum (Prantl) Broun
 ,Amaranthus albomarginatus Uline & Bray
birdfoot checkerbloom,Amaranthus microphyllus Shinners
birdfoot cliffbrake,Angelica tomentosa S. Watson var. californica (Jeps.) Jeps.
birdfoot cliffbrake,"Fraxinus dipetala Hook. & Arn. var. trifoliolata Torr., orth. var."
 ,Fraxinus jonesii Lingelsh.
 ,"Fraxinus trifoliata (Torr.) F.H. Lewis & Epling, nom. illeg."
birdnest buckwheat,"Fraxinus trifoliolata (Torr.) F.H. Lewis & Epling, orth. var."
 ,Ayenia californica Jeps.
Bisbee Peak rushrose,Balsamorhiza hookeri (Hook.) Nutt. var. platylepis (Sharp) Cronquist
 ,Balsamorhiza platylepis Sharp
 ,Berberis pinnata Lag.
 ,Berberis pinnata Lag. ssp. pinnata
 ,Odostemon fascicularis (DC.) Abrams
Bishop pine,×Elytesion californicum (Bowden) Barkworth & D.R. Dewey
 ,×Sitordeum californicum Bowden
 ,Critesion californicum (Covas & Stebbins) N. Jacobsen & Seberg
 ,Hordeum californicum Covas & Stebbins
 ,Echinocactus acanthodes Lem.
 ,Ferocactus acanthodes (Lem.) Britton & Rose
 ,Comandra californica Eastw. ex Rydb.
 ,Comandra umbellata (L.) Nutt. var. californica (Eastw. ex Rydb.) C.L. Hitchc.
Bithynian vetch,Galium californicum Hook. & Arn. var. crebrifolium Nutt.
bitter cherry,Galium californicum Hook. & Arn. var. typicum Hilend & J.T. Howell
bitter cherry,Galium flaccidum Greene
 ,Galium occidentale McClatchie
bitter dock,Agrostis californica Trin.
 ,Agrostis glomerata auct. non (J. Presl) Kunth
 ,Acaena californica Bitter
 ,Quercus californica (Torr.) Cooper
 ,Rubus macropetalus Douglas ex Hook.
bitter fleabane,Rubus ursinus Cham. & Schltdl. var. macropetalus (Douglas ex Hook.) S.W. Br.
bitter fleabane,Rubus sirbenus L.H. Bailey
 ,Rubus vitifolius Cham. & Schltdl. ssp. ursinus (Cham. & Schltdl.) Abrams
 ,Hystrix californica Bol. ex Thurb.
 ,Acer negundo L. ssp. californicum (Torr. & A. Gray) Wesmael
 ,Negundo californicum Torr. & A. Gray
 ,Bulbostylis californica Torr. & A. Gray
 ,Brodiaea californica Lindl. var. californica
 ,Brodiaea californica Lindl. var. leptandra (Greene) Hoover
 ,Brodiaea leptandra (Greene) Baker
bitter gooseberry,Hookera leptandra Greene
 ,Bromus carinatus Hook. & Arn. var. californicus (Nutt. ex Buckley) Shear
 ,Bromus carinatus Hook. & Arn. var. carinatus
 ,Bromus carinatus Hook. & Arn. var. hookerianus (Thurb.) Shear
bitter lettuce,Bromus laciniatus Beal
bitter root,Ceratochloa carinata (Hook. & Arn.) Tutin
bitter root,Myzorrhiza californica (Cham. & Schltdl.) Rydb.
 ,Orobanche grayana G. Beck var. nelsonii Munz
 ,Orobanche grayana G. Beck var. violacea (Eastw.) Munz
bitter root,Orobanche grayana G. Beck var. feudgei Munz
bitter rubberweed,Lepidospartum squamatum (A. Gray) A. Gray var. palmeri (A. Gray) L.C. Wheeler
 ,Rhamnus californica Eschsch.
bitter snakewood,Rhamnus californica Eschsch. ssp. californica
bitter snakewood,Rhamnus californica Eschsch. ssp. crassifolia (Jeps.) C.B. Wolf
bitterbrush,Rhamnus tomentella Benth. ssp. crassifolia (Jeps.) J.O. Sawyer
bittercress,Rhamnus californica Eschsch. ssp. cuspidata (Greene) C.B. Wolf
bituminaria,Rhamnus tomentella Benth. ssp. cuspidata (Greene) J.O. Sawyer
black alpine sedge,Rhamnus californica Eschsch. ssp. occidentalis (Howell) C.B. Wolf
black bindweed,Rhamnus californica Eschsch. var. occidentalis (Howell) Jeps.
black bindweed,Rhamnus californica Eschsch. ssp. tomentella (Benth.) C.B. Wolf
 ,Rhamnus tomentella Benth.
 ,Rhamnus tomentella Benth. ssp. tomentella
 ,Rhamnus californica Eschsch. ssp. ursina (Greene) C.B. Wolf
 ,Rhamnus californica Eschsch. var. ursina (Greene) McMinn
black bogrush,Rhamnus tomentella Benth. ssp. ursina (Greene) J.O. Sawyer
black chokecherry,Scirpus californicus (C.A. Mey.) Steud.
 ,Scirpus californicus (C.A. Mey.) Steud. var. tereticulmis (Steud.) Beetle
 ,Ranunculus californicus Benth. var. austromontanus L.D. Benson
 ,Ranunculus californicus Benth. var. cuneatus Greene
 ,Ranunculus californicus Benth. var. gratus Jeps.
black cottonwood,Ranunculus californicus Benth. var. rugulosus (Greene) L.D. Benson
 ,Ranunculus californicus Benth. var. typicus L.D. Benson
 ,Ranunculus rugulosus Greene
 ,Pinguicula vulgaris L. ssp. macroceras (Link) Calder & Roy L. Taylor
 ,Pinguicula vulgaris L. var. macroceras (Link) Herder
 ,Kallstroemia brachystylis Vail
 ,Kallstroemia californica (S. Watson) Vail var. brachystylis (Vail) Kearney & Peebles
 ,Sidalcea malviflora (DC.) A. Gray ex Benth. var. californica (Nutt. ex Torr. & A. Gray) Jeps.
black crowberry,Pellaea compacta (Davenport) Maxon
black crowberry,Pellaea mucronata (D.C. Eaton) D.C. Eaton var. californica (Lemmon) Munz & I.M. Johnst.
 ,Aleuritopteris cretacea auct. non (Liebm.) Fourn.
 ,Aleuritopteris cretacea (Liebm.) Fourn. ssp. nigrescens (Ewan) Munz
black crowberry,Cheilanthes deserti Mickel
black elderberry,Notholaena californica D.C. Eaton ssp. nigrescens Ewan
black flatsedge,Notholaena candida (M. Martens & Galeotti) Hook. var. accessita Jeps.
 ,Wyethia angustifolia (DC.) Nutt. var. foliosa (Congd.) H.M. Hall
 ,Acalypha pringlei S. Watson
 ,Sporobolus foliosus (Trin.) P.M. Peterson & Saarela
 ,Filago californica Nutt.
 ,Oglifa californica (Nutt.) Rydb.
black grama,Geranium concinnum G.N. Jones & F.F. Jones
 ,Croton californicus Müll. Arg. var. longipes (M.E. Jones) A.M. Ferguson
black hawthorn,Croton californicus Müll. Arg. var. mohavensis A.M. Ferguson
 ,Croton longipes M.E. Jones
 ,Machaerocarpus californicus (Torr. ex Benth.) Small
black locust,Draba cuneifolia Nutt. ex Torr. & A. Gray var. californica Jeps.
 ,Isotrema californica (Torr.) Huber
 ,Linum californicum Benth.
 ,Linum californicum Benth. var. confertum A. Gray ex Trel.
black medick,Oenothera avita (W. Klein) W. Klein
 ,Oenothera californica (S. Watson) S. Watson var. glabrata Munz
 ,Fagonia californica Benth. ssp. laevis (Standl.) Wiggins
black mustard,Fagonia californica Benth. var. laevis (Standl.) L.D. Benson
 ,Fagonia californica Benth. var. longipes (Standl.) L.D. Benson
black nightshade,Fagonia longipes Standl.
 ,Meconella collina Greene
black oats,Meconella octandra Greene
black sage,Veratrum speciosum Rydb.
black sagebrush,Amorpha californica Nutt. var. hispidula (Greene) Palmer
 ,Brahea filamentosa (Fenzi) H. Wendl.
 ,"Brahea filifera W. Watson, nom. inval."
 ,Neowashingtonia filamentosa (Fenzi) Sudw.
 ,Pritchardia filamentosa Fenzi
 ,Pritchardia filifera Linden ex André
black salsify,Washingtonia filamentosa (Fenzi) Kuntze
black sand spikerush,Washingtonia filifera (Linden ex André) H. Wendl. var. robusta Parish
black vetch,Festuca hitchcockianus Alexeev
black wattle,Lemmonia californica A. Gray
 ,Scrophularia nodosa L. var. californica (Cham. & Schltdl.) M.E. Jones
blackberry,Scrophularia californica Cham. & Schltdl. var. floribunda Greene
blackbrush,Scrophularia californica Cham. & Schltdl. var. laciniata Jeps.
blackdisk medick,Scrophularia floribunda (Greene) A. Heller
 ,Scrophularia multiflora Pennell
blackeyed Susan,Fremontia californica Torr.
blackeyed Susan,Fremontia californica Torr. ssp. crassifolia (Eastw.) Abrams
 ,Fremontia californica Torr. ssp. obispoensis (Eastw.) Munz
 ,Fremontia californica Torr. var. diegensis M. Harv.
 ,Fremontia californica Torr. var. integra M. Harv.
 ,Fremontia californica Torr. var. napensis (Eastw.) McMinn
 ,Fremontia californica Torr. var. typica M. Harv.
 ,Fremontia californica Torr. var. viridis M. Harv.
 ,Fremontia crassifolia Eastw.
 ,Fremontia napensis Eastw.
 ,Fremontia obispoensis Eastw.
 ,Fremontodendron californicum (Torr.) Coville ssp. californicum
 ,Fremontodendron californicum (Torr.) Coville ssp. crassifolium (Eastw.) J.H. Thomas
blackfoot,Fremontodendron californicum (Torr.) Coville ssp. napense (Eastw.) Munz
blackfoot groundsmoke,Fremontodendron californicum (Torr.) Coville ssp. obispoense (Eastw.) Munz
 ,Hesperonia cedrosensis Standl.
 ,Mirabilis californica A. Gray var. cedrosensis (Standl.) J.F. Macbr.
 ,Mirabilis californica A. Gray var. cordifolia (Dunkle) Dunkle
 ,Mirabilis laevis (Benth.) Curran var. cordifolia Dunkle
Blackfoot River evening primrose,Gilia multicaulis Benth.
 ,Gilia multicaulis Benth. ssp. pedunculata (Eastw.) H. Mason & A.D. Grant
 ,Gilia multicaulis Benth. var. alba Milliken
 ,Thermopsis argentata Greene
blackfruit dogwood,Thermopsis gracilis Howell var. argentata (Greene) Jeps.
blackmat splashzone moss,Thermopsis macrophylla Hook. & Arn. var. argentata (Greene) Jeps.
blackseed sandspurry,Thermopsis macrophylla Hook. & Arn. var. velutina (Greene) Larisey
blacktack phacelia,Thermopsis macrophylla Hook. & Arn. ssp. semota (Jeps.) R.M. Beauch.
blackwood,Thermopsis macrophylla Hook. & Arn. var. semota Jeps.
bladder campion,Diplopappus ericoides Less.
bladder campion,Haplopappus ericoides (Less.) Hook. & Arn.
 ,Haplopappus ericoides (Less.) Hook. & Arn. ssp. blakei C.B. Wolf
 ,Baeria chrysostoma Fisch. & C.A. Mey.
 ,Baeria chrysostoma Fisch. & C.A. Mey. ssp. gracilis (DC.) Ferris
 ,Baeria chrysostoma Fisch. & C.A. Mey. ssp. hirsutula (Greene) Ferris
 ,Baeria chrysostoma Fisch. & C.A. Mey. var. gracilis (DC.) H.M. Hall
 ,Baeria hirsutula (Greene) Greene
bladder senna,Lasthenia chrysostoma (Fisch. & C.A. Mey.) Greene
bladderfern,Plantago juncoides Lam. var. californica Fernald
bladdermallow,Parnassia palustris L. var. californica A. Gray
 ,Campanula prenanthoides Durand
